Rice,-0.89,.206,.350,.528,49.2,49.9,9.8,10.1,.506,12.8,26.9,.148
Richmond,3.27,.236,.355,.533,52.2,50.0,7.8,8.7,.506,16.6,27.9,.172
Rider,-4.35,.341,.444,.520,50.0,53.4,8.2,8.7,.486,16.5,27.9,.237
Robert Morris,-4.98,.284,.368,.554,50.6,55.4,10.6,9.2,.527,14.9,30.8,.204
Rutgers,6.61,.281,.402,.516,48.3,53.1,8.7,7.8,.485,16.2,26.0,.199
Sacramento State,-4.88,.324,.368,.548,53.5,54.5,8.3,8.9,.517,16.4,27.0,.231
Sacred Heart,-8.37,.249,.378,.542,48.9,51.9,10.5,9.7,.524,13.9,29.4,.163
Saint Francis (PA),-7.72,.252,.382,.537,50.3,53.7,9.7,8.4,.514,16.0,30.4,.175
Saint Joseph's,3.47,.275,.302,.516,48.6,45.4,9.7,10.3,.484,12.2,23.3,.198
Saint Louis,3.29,.340,.352,.508,45.3,47.1,9.6,11.1,.475,16.5,26.3,.229
Saint Mary's (CA),5.81,.234,.291,.498,46.6,36.1,9.6,8.8,.470,18.2,21.5,.166
Saint Peter's,-2.24,.415,.370,.514,47.5,52.3,10.8,13.8,.464,18.3,27.2,.304
Sam Houston State,-0.81,.354,.426,.519,47.7,57.1,8.6,7.6,.478,19.2,20.6,.256
Samford,-1.60,.322,.453,.549,49.0,59.3,10.3,6.8,.520,16.9,27.3,.227
San Diego State,5.51,.293,.377,.470,48.4,50.3,8.3,8.6,.436,19.4,24.5,.199
San Diego,2.54,.240,.279,.511,49.5,47.9,9.1,6.8,.481,14.8,25.7,.175
San Francisco,4.73,.320,.304,.504,46.1,41.2,8.9,8.4,.479,16.5,23.3,.229
San Jose State,4.47,.251,.336,.554,53.9,52.3,9.5,8.5,.528,13.5,28.7,.184
Santa Clara,3.74,.209,.329,.518,49.6,50.7,7.8,7.3,.489,14.7,25.9,.160
Seattle,-3.53,.381,.368,.498,49.9,52.9,7.7,10.2,.461,18.5,24.0,.256
Seton Hall,9.08,.276,.338,.497,47.3,48.6,9.3,10.5,.456,15.9,27.4,.212
Siena,-3.55,.307,.298,.519,52.0,42.5,10.4,8.7,.487,15.1,28.8,.215
